"codigo_ocorrencia";"aeronave_matricula";"aeronave_operador_categoria";"aeronave_tipo_veiculo";"aeronave_fabricante";"aeronave_modelo";"aeronave_tipo_icao";"aeronave_motor_tipo";"aeronave_motor_quantidade";"aeronave_pmd";"aeronave_pmd_categoria";"aeronave_assentos";"aeronave_ano_fabricacao";"aeronave_pais_fabricante";"aeronave_pais_registro";"aeronave_registro_categoria";"aeronave_registro_segmento";"aeronave_voo_origem";"aeronave_voo_destino";"aeronave_fase_operacao";"aeronave_fase_operacao_icao";"aeronave_tipo_operacao";"aeronave_nivel_dano";"total_fatalidades";"aeronave_dia_extracao"
"201810191317351";"PTRTO";"OPERADOR PARTICULAR";"AVIÃO";"EMBRAER";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"6";"1983";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"SBSR";"SBMT";"ESTACIONAMENTO";"STANDING";"VOO PRIVADO";"LEVE";"0";"2019-05-31"
"201701231524575";"PTJJT";"OPERADOR PARTICULAR";"AVIÃO";"PIPER AIRCRAFT";"PA-31";"PA31";"PISTÃO";"BIMOTOR";"2948";"ENTRE 2250 E 5700 KG";"8";"1974";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"SJIF";"SSHT";"INDETERMINADA";"UNKNOWN";"VOO PRIVADO";"SUBSTANCIAL";"0";"2019-05-31"
"200901058094910";"PTYFP";"OPERADOR PARTICULAR";"HELICÓPTERO";"AGUSTA";"A109C";"A109";"TURBOEIXO";"BIMOTOR";"2720";"ENTRE 2250 E 5700 KG";"8";"1990";"ITÁLIA";"BRASIL";"TPP";"PARTICULAR";"****";"****";"RETA FINAL";"APPROACH";"VOO PRIVADO";"SUBSTANCIAL";"1";"2019-05-31"
"201312104344521";"PTRVQ";"OPERADOR DE AERONAVE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"7";"1985";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201012118380616";"PTEBK";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-721C";"P32R";"PISTÃO";"MONOMOTOR";"1633";"ATÉ 2250 KG";"7";"1976";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"VOO PRIVADO";"SUBSTANCIAL";"0";"2019-05-31"
"201904182153514";"PPGKY";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"3";"1992";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SDVG";"SDVG";"ARREMETIDA NO SOLO";"APPROACH";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201308075853805";"PTYSM";"OPERADOR DE AERONAVE";"HELICÓPTERO";"SIKORSKY AIRCRAFT";"S-76A";"S76";"TURBOEIXO";"BIMOTOR";"4763";"ENTRE 2250 E 5700 KG";"14";"1981";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"TÁXI";"TAXI";"TÁXI AÉREO";"SUBSTANCIAL";"0";"2019-05-31"
"201803131819513";"PTEVU";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-820C NAVAJO";"PA31";"PISTÃO";"BIMOTOR";"3175";"ENTRE 2250 E 5700 KG";"4";"1979";"BRASIL";"BRASIL";"SAE-AL";"ESPECIALIZADA";"SDCO";"SDCO";"CRUZEIRO";"EN ROUTE";"OPERAÇÃO ESPECIALIZADA";"NENHUM";"0";"2019-05-31"
"201208198804483";"PTMGS";"ÓRGÃO PÚBLICO";"AVIÃO";"CESSNA AIRCRAFT";"650";"C650";"JATO";"BIMOTOR";"10433";"ACIMA DE 5700 KG";"11";"1993";"ESTADOS UNIDOS";"BRASIL";"ADE";"ADMINISTRAÇÃO DIRETA";"****";"****";"APROXIMAÇÃO FINAL";"APPROACH";"VOO NÃO REGULAR";"SUBSTANCIAL";"0";"2019-05-31"
"201009014590067";"PTLMZ";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"U206F";"C206";"PISTÃO";"MONOMOTOR";"1633";"ATÉ 2250 KG";"6";"1973";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"SBBV";"SWUQ";"SUBIDA";"EN ROUTE";"TÁXI AÉREO";"SUBSTANCIAL";"0";"2019-05-31"
"201303195864110";"PPHRF";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C-1";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1962";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"SIXE";"SIXE";"APROXIMAÇÃO FINAL";"APPROACH";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201305085425988";"PTORI";"OPERADOR PARTICULAR";"AVIÃO";"MOONEY AIRCRAFT";"M20M";"M20T";"PISTÃO";"MONOMOTOR";"1453";"ATÉ 2250 KG";"4";"1991";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"SBNM";"SSAU";"CRUZEIRO";"EN ROUTE";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201011056921478";"PTMEV";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"208B";"C208";"TURBOÉLICE";"MONOMOTOR";"3969";"ENTRE 2250 E 5700 KG";"11";"1996";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"SBAQ";"SBJD";"DECOLAGEM";"TAKEOFF";"TÁXI AÉREO";"SUBSTANCIAL";"0";"2019-05-31"
"201503122577271";"PPGSY";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1960";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"SBRJ";"SBRJ";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201102195848053";"PPGSY";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1960";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"SDAA";"SDAA";"SUBIDA";"EN ROUTE";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"200908286406948";"PPGXR";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1962";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201401188617679";"PTAER";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"170A";"C170";"PISTÃO";"MONOMOTOR";"998";"ATÉ 2250 KG";"1";"1950";"ESTADOS UNIDOS";"BRASIL";"SAE-AP";"ESPECIALIZADA";"****";"****";"DESCIDA";"EN ROUTE";"OPERAÇÃO ESPECIALIZADA";"NENHUM";"0";"2019-05-31"
"201312298858343";"PTAER";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"170A";"C170";"PISTÃO";"MONOMOTOR";"998";"ATÉ 2250 KG";"1";"1950";"ESTADOS UNIDOS";"BRASIL";"SAE-AP";"ESPECIALIZADA";"****";"****";"POUSO";"LANDING";"OPERAÇÃO ESPECIALIZADA";"LEVE";"0";"2019-05-31"
"201107131131179";"PPGUT";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1961";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201010179552033";"PPGUT";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1961";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"MANOBRA";"MANEUVERING";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201010309265554";"PTMFM";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-300";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1994";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"APROXIMAÇÃO FINAL";"APPROACH";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"200901263971179";"PTMFM";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-300";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1994";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"SUBIDA";"EN ROUTE";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"201005145287552";"PTMFM";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-300";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1994";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"201003301055955";"PTMFM";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-300";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1994";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"SUBIDA";"EN ROUTE";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"201106307575173";"PTMFM";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-300";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1994";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"CIRCUITO DE TRÁFEGO";"APPROACH";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"201004124860240";"PTMFM";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-300";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1994";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"DESCIDA";"EN ROUTE";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"201104204759968";"PTMFM";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-300";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1994";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"ESTACIONAMENTO";"STANDING";"VOO REGULAR";"LEVE";"0";"2019-05-31"
"201403183244596";"PTWJS";"OPERADOR PARTICULAR";"AVIÃO";"RAYTHEON AIRCRAFT";"400A";"BE40";"JATO";"BIMOTOR";"7303";"ACIMA DE 5700 KG";"11";"1996";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"****";"****";"SUBIDA";"EN ROUTE";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201609151240132";"PTWJS";"OPERADOR DE AERONAVE";"AVIÃO";"RAYTHEON AIRCRAFT";"400A";"BE40";"JATO";"BIMOTOR";"7303";"ACIMA DE 5700 KG";"11";"1996";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"SBBR";"SBRF";"DECOLAGEM";"TAKEOFF";"TÁXI AÉREO";"NENHUM";"0";"2019-05-31"
"201204131196432";"PTDRR";"OPERADOR PARTICULAR";"AVIÃO";"BEECH AIRCRAFT";"V35B";"BE35";"PISTÃO";"MONOMOTOR";"1542";"ATÉ 2250 KG";"6";"1971";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"****";"****";"POUSO";"LANDING";"VOO PRIVADO";"LEVE";"0";"2019-05-31"
"201610241523118";"PTDRR";"OPERADOR PARTICULAR";"AVIÃO";"BEECH AIRCRAFT";"V35B";"BE35";"PISTÃO";"MONOMOTOR";"1542";"ATÉ 2250 KG";"6";"1971";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"SSKG";"SBCG";"CRUZEIRO";"EN ROUTE";"VOO PRIVADO";"LEVE";"0";"2019-05-31"
"201808021419219";"PTBKR";"AEROCLUBE";"AVIÃO";"CESSNA AIRCRAFT";"150J";"C150";"PISTÃO";"MONOMOTOR";"726";"ATÉ 2250 KG";"2";"1969";"ESTADOS UNIDOS";"BRASIL";"PRI";"INSTRUÇÃO";"SBLO";"SBLO";"CIRCUITO DE TRÁFEGO";"APPROACH";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201710271219289";"PTBKR";"AEROCLUBE";"AVIÃO";"CESSNA AIRCRAFT";"150J";"C150";"PISTÃO";"MONOMOTOR";"726";"ATÉ 2250 KG";"2";"1969";"ESTADOS UNIDOS";"BRASIL";"PRI";"INSTRUÇÃO";"SBLO";"SBLO";"RETA FINAL";"APPROACH";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201709291240072";"PTOTG";"OPERADOR PARTICULAR";"AVIÃO";"BEECH AIRCRAFT";"C90A";"BE9L";"TURBOÉLICE";"BIMOTOR";"4694";"ENTRE 2250 E 5700 KG";"13";"1985";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"SBMT";"SBRP";"SUBIDA";"EN ROUTE";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201202176613731";"PTOTG";"OPERADOR PARTICULAR";"AVIÃO";"BEECH AIRCRAFT";"C90A";"BE9L";"TURBOÉLICE";"BIMOTOR";"4694";"ENTRE 2250 E 5700 KG";"13";"1985";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"****";"****";"TÁXI";"TAXI";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201208123058933";"PTEIR";"OPERADOR PARTICULAR";"AVIÃO";"EMBRAER";"EMB-810C";"PA34";"PISTÃO";"BIMOTOR";"2073";"ATÉ 2250 KG";"6";"1976";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"POUSO";"LANDING";"VOO PRIVADO";"SUBSTANCIAL";"0";"2019-05-31"
"200907107891863";"PTEIR";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-810C";"PA34";"PISTÃO";"BIMOTOR";"2073";"ATÉ 2250 KG";"6";"1976";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"TÁXI";"TAXI";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201307036416894";"PTJRR";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"402B";"C402";"PISTÃO";"BIMOTOR";"2858";"ENTRE 2250 E 5700 KG";"8";"1973";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"DECOLAGEM";"TAKEOFF";"TÁXI AÉREO";"NENHUM";"0";"2019-05-31"
"201203154406391";"PTVAN";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"7";"1985";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"SBCG";"SSIW";"CORRIDA APÓS POUSO";"LANDING";"TÁXI AÉREO";"SUBSTANCIAL";"0";"2019-05-31"
"201207036900578";"PPGOB";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"ARREMETIDA NO SOLO";"APPROACH";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201203225632536";"PPGOB";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"DECOLAGEM";"TAKEOFF";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201508067006897";"PPGOB";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SWNV";"SWNV";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201709061353486";"PPGOB";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBGO";"SBGO";"CORRIDA APÓS POUSO";"LANDING";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201002244581833";"PPGOB";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201306216332129";"PPGOB";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SWNV";"****";"DECOLAGEM";"TAKEOFF";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201005205413798";"PPGOB";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"DECOLAGEM";"TAKEOFF";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201708170732198";"PPGOB";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBGO";"SBGO";"DECOLAGEM";"TAKEOFF";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201501019937774";"PTSHY";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-110P1";"E110";"TURBOÉLICE";"BIMOTOR";"5670";"ENTRE 2250 E 5700 KG";"19";"1987";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"SBSV";"SBSV";"TÁXI";"TAXI";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201404233725228";"PTGIH";"OPERADOR DE AERONAVE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-201";"IPAN";"PISTÃO";"MONOMOTOR";"1800";"ATÉ 2250 KG";"1";"1976";"BRASIL";"BRASIL";"SAE-AG";"AGRÍCOLA";"****";"****";"ESPECIALIZADA";"MANEUVERING";"OPERAÇÃO AGRÍCOLA";"SUBSTANCIAL";"0";"2019-05-31"
"201808271422135";"PTWRL";"OPERADOR PARTICULAR";"AVIÃO";"EMBRAER";"EMB-810C";"PA34";"PISTÃO";"BIMOTOR";"2073";"ATÉ 2250 KG";"7";"1977";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"SWNV";"SNDH";"POUSO";"LANDING";"VOO PRIVADO";"LEVE";"0";"2019-05-31"
"201207099102541";"PPGBZ";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-180";"AB18";"PISTÃO";"MONOMOTOR";"844";"ATÉ 2250 KG";"2";"1991";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201808011255216";"PTMEJ";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"208B";"C208";"TURBOÉLICE";"MONOMOTOR";"3969";"ENTRE 2250 E 5700 KG";"11";"1993";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"SBBH";"SBJD";"SUBIDA";"EN ROUTE";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201703161424192";"PTNFQ";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-711C";"P28R";"PISTÃO";"MONOMOTOR";"1202";"ATÉ 2250 KG";"4";"1976";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"SBCY";"SBCY";"APROXIMAÇÃO FINAL";"APPROACH";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201006151077513";"PTMFJ";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-320";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1993";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"CIRCUITO DE TRÁFEGO";"APPROACH";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"201009039159475";"PTMFJ";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-320";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1993";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"APROXIMAÇÃO FINAL";"APPROACH";"VOO REGULAR";"LEVE";"0";"2019-05-31"
"200912089193720";"PTMFJ";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-320";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1993";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"OUTRA FASE";"UNKNOWN";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"201101111641252";"PTMFJ";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-320";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1993";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"DECOLAGEM";"TAKEOFF";"VOO REGULAR";"LEVE";"0";"2019-05-31"
"201010055507603";"PTMFJ";"OPERADOR DE AERONAVE";"AVIÃO";"AEROSPATIALE AND ALENIA";"ATR-42-320";"AT43";"TURBOÉLICE";"BIMOTOR";"16700";"ACIMA DE 5700 KG";"50";"1993";"FRANÇA";"BRASIL";"TPR";"REGULAR";"****";"****";"CIRCUITO DE TRÁFEGO";"APPROACH";"VOO REGULAR";"NENHUM";"0";"2019-05-31"
"201710111946454";"PTDDB";"OPERADOR PARTICULAR";"AVIÃO";"BEECH AIRCRAFT";"E33A";"BE33";"PISTÃO";"MONOMOTOR";"1497";"ATÉ 2250 KG";"4";"1960";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"SWTS";"SBSR";"ARREMETIDA NO AR";"APPROACH";"VOO PRIVADO";"SUBSTANCIAL";"3";"2019-05-31"
"201710041347124";"PTKAM";"OPERADOR PARTICULAR";"AVIÃO";"CESSNA AIRCRAFT";"210L";"C210";"PISTÃO";"MONOMOTOR";"1724";"ATÉ 2250 KG";"6";"1974";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"****";"****";"OUTRA FASE";"UNKNOWN";"VOO PRIVADO";"INDETERMINADO";"0";"2019-05-31"
"201008287804600";"PPFGQ";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201602121408569";"PPFGQ";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBBI";"SBBI";"CORRIDA APÓS POUSO";"LANDING";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201307265460106";"PPFGQ";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBBI";"SBBI";"ARREMETIDA NO SOLO";"APPROACH";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201709262032407";"PPFGQ";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBBI";"SBBI";"DECOLAGEM";"TAKEOFF";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201508174408055";"PPGTG";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1961";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"SDIO";"SDIO";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201509158319812";"PTEUR";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-810C";"PA34";"PISTÃO";"BIMOTOR";"2073";"ATÉ 2250 KG";"3";"1979";"BRASIL";"BRASIL";"SAE-AG";"AGRÍCOLA";"SBBR";"SBCB";"TÁXI";"TAXI";"OPERAÇÃO AGRÍCOLA";"NENHUM";"0";"2019-05-31"
"201402124772082";"PTEUR";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-810C";"PA34";"PISTÃO";"BIMOTOR";"2073";"ATÉ 2250 KG";"3";"1979";"BRASIL";"BRASIL";"SAE-AL";"ESPECIALIZADA";"****";"****";"TÁXI";"TAXI";"OPERAÇÃO ESPECIALIZADA";"LEVE";"0";"2019-05-31"
"201504232316030";"PTGIG";"OPERADOR DE AERONAVE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-201";"IPAN";"PISTÃO";"MONOMOTOR";"1800";"ATÉ 2250 KG";"1";"1976";"BRASIL";"BRASIL";"SAE-AG";"AGRÍCOLA";"****";"****";"MANOBRA";"MANEUVERING";"OPERAÇÃO AGRÍCOLA";"SUBSTANCIAL";"0";"2019-05-31"
