ibge;anomes;qtd_familias_beneficiarias_bolsa_familia;valor_repassado_bolsa_familia
410465;201904;898;149522.0
410470;201904;521;70352.0
410480;201904;5679;828063.0
410490;201904;3500;582969.0
410500;201904;491;65030.0
410510;201904;488;78027.0
410520;201904;1729;270587.0
410530;201904;184;25466.0
410540;201904;980;196494.0
410550;201904;1621;252593.0
410560;201904;525;72441.0
410570;201904;714;96019.0
410580;201904;8614;1466793.0
410590;201904;384;59404.0
410600;201904;626;91985.0
410610;201904;247;49654.0
410620;201904;504;65065.0
410630;201904;470;61034.0
410640;201904;917;107333.0
410645;201904;500;72280.0
410650;201904;618;89869.0
410655;201904;316;44611.0
410657;201904;195;35601.0
410660;201904;580;84883.0
410670;201904;315;50650.0
410680;201904;837;111505.0
410685;201904;231;32946.0
410690;201904;31778;5006020.0
410700;201904;1147;176524.0
410710;201904;253;47141.0
410712;201904;289;43239.0
410715;201904;214;40954.0
410720;201904;690;103795.0
410725;201904;212;26980.0
410730;201904;159;25108.0
410740;201904;288;53104.0
410750;201904;665;113243.0
410752;201904;83;13204.0
410753;201904;43;7734.0
410754;201904;572;127962.0
410755;201904;228;35856.0
410760;201904;1096;150387.0
410765;201904;2716;405089.0
410770;201904;359;52115.0
410773;201904;702;126868.0
410775;201904;722;156107.0
410780;201904;142;21697.0
410785;201904;260;44781.0
410790;201904;148;18314.0
410800;201904;1448;302360.0
410810;201904;123;22831.0
410820;201904;150;19569.0
410830;201904;9366;1381519.0
410832;201904;435;77400.0
410840;201904;1596;202952.0
410845;201904;440;74434.0
410850;201904;1137;206467.0
410855;201904;235;41157.0
410860;201904;1438;238779.0
410865;201904;740;129889.0
410870;201904;748;162183.0
410880;201904;889;162845.0
410890;201904;308;45095.0
410895;201904;386;42315.0
410900;201904;198;29141.0
410910;201904;112;22287.0
410920;201904;276;46762.0
410930;201904;422;57869.0
410940;201904;6486;1014291.0
410950;201904;1287;300217.0
410960;201904;2250;329082.0
410965;201904;416;84741.0
410970;201904;897;111164.0
410975;201904;398;71760.0
410980;201904;1964;371420.0
410990;201904;370;51164.0
411000;201904;149;22089.0
411005;201904;82;10736.0
411007;201904;864;134758.0
411010;201904;1124;134938.0
411020;201904;987;127944.0
411030;201904;241;45161.0
411040;201904;153;25705.0
411050;201904;568;64126.0
411060;201904;340;50201.0
411065;201904;117;18786.0
411070;201904;2666;426297.0
411080;201904;722;95398.0
411090;201904;145;27921.0
411095;201904;414;70539.0
411100;201904;268;39115.0
411110;201904;40;5286.0
411120;201904;419;50362.0
411125;201904;2574;396314.0
411130;201904;236;38702.0
411140;201904;1018;149226.0
411150;201904;666;71223.0
411155;201904;252;45628.0
411160;201904;67;10753.0
411170;201904;257;44670.0
411180;201904;1997;363694.0
411190;201904;424;67642.0
411200;201904;1467;197569.0
411210;201904;745;106661.0
411220;201904;270;34304.0
411230;201904;254;40131.0
411240;201904;484;96397.0
411250;201904;685;96431.0
411260;201904;70;12965.0
411270;201904;808;148419.0
411275;201904;412;68430.0
411280;201904;284;37464.0
411290;201904;252;51120.0
411295;201904;439;72952.0
411300;201904;244;43571.0
411310;201904;277;44520.0
411320;201904;1879;274609.0
411325;201904;738;129239.0
411330;201904;1052;143888.0
411340;201904;211;36284.0
411342;201904;296;43252.0
411345;201904;492;99851.0
411350;201904;549;63733.0
411360;201904;179;33933.0
411370;201904;19440;3955855.0
411373;201904;537;99915.0
411375;201904;361;51011.0
411380;201904;428;81558.0
411390;201904;609;93605.0
411400;201904;878;150461.0
411410;201904;561;76730.0
411420;201904;650;93214.0
411430;201904;1296;210049.0
411435;201904;115;17266.0
411440;201904;959;161322.0
411450;201904;1093;198411.0
411460;201904;616;91511.0
411470;201904;205;36032.0
411480;201904;1251;201663.0
411490;201904;564;98419.0
411500;201904;326;50572.0
411510;201904;697;92696.0
411520;201904;6263;1089375.0
411530;201904;181;28041.0
411535;201904;54;8123.0
411540;201904;816;141610.0
411545;201904;498;103366.0
411550;201904;157;20389.0
411560;201904;225;28747.0
411570;201904;1647;241874.0
411573;201904;392;58353.0
411575;201904;562;86355.0
411580;201904;634;93374.0
411585;201904;88;11300.0
411590;201904;148;32216.0
411600;201904;83;12876.0
411605;201904;457;84749.0
411610;201904;925;164771.0
411620;201904;1507;275470.0
411630;201904;189;30507.0
411640;201904;140;23478.0
411650;201904;50;7882.0
411660;201904;333;61943.0
411670;201904;388;60288.0
411680;201904;656;117801.0
411690;201904;1112;158138.0
411695;201904;192;38432.0
411700;201904;339;42334.0
411705;201904;994;195190.0
411710;201904;412;49366.0
411720;201904;343;52619.0
411721;201904;245;33722.0
411722;201904;192;28612.0
411725;201904;309;44640.0
411727;201904;352;43688.0
411729;201904;176;28474.0
411730;201904;2039;314936.0
411740;201904;91;12782.0
411745;201904;130;21238.0
411750;201904;1672;323146.0
411760;201904;2383;307749.0
411770;201904;717;86196.0
411780;201904;1349;195418.0
411790;201904;464;58850.0
411800;201904;194;30883.0
411810;201904;620;99831.0
411820;201904;4520;698545.0
411830;201904;153;20277.0
411840;201904;2919;456949.0
411845;201904;48;6516.0
411850;201904;1789;216160.0
411860;201904;237;36919.0
411870;201904;158;20962.0
411880;201904;510;78604.0
411885;201904;271;51585.0
411890;201904;169;21334.0
411900;201904;150;18256.0
411910;201904;294;43499.0
411915;201904;3895;634011.0
411920;201904;407;60107.0
411925;201904;147;23886.0
411930;201904;1904;200941.0
411940;201904;1146;166247.0
411950;201904;6029;1138853.0
411960;201904;2321;307636.0
411965;201904;134;26122.0
411970;201904;353;52328.0
411980;201904;487;77024.0
411990;201904;10465;1706533.0
411995;201904;942;128889.0
412000;201904;859;175824.0
412010;201904;157;26028.0
412015;201904;285;50594.0
412020;201904;119;19399.0
412030;201904;180;29686.0
412033;201904;205;37179.0
412035;201904;278;47646.0
412040;201904;107;14155.0
412050;201904;442;59860.0
412060;201904;2899;358568.0
412065;201904;184;25488.0
412070;201904;398;66814.0
412080;201904;293;42108.0
412085;201904;19;2465.0
412090;201904;2335;334550.0
412100;201904;541;68888.0
412110;201904;248;41785.0
412120;201904;612;84777.0
412125;201904;200;33273.0
412130;201904;172;25176.0
412135;201904;109;17071.0
412140;201904;317;42291.0
412150;201904;1467;244722.0
412160;201904;204;27883.0
412170;201904;1948;294704.0
412175;201904;585;98853.0
412180;201904;618;110861.0
412190;201904;1229;228165.0
412200;201904;532;67669.0
412210;201904;125;19285.0
412215;201904;1510;232504.0
412217;201904;548;110964.0
412220;201904;2422;359980.0
412230;201904;789;130365.0
412240;201904;1495;237467.0
412250;201904;599;70411.0
412260;201904;302;49800.0
412265;201904;353;59149.0
412270;201904;223;42402.0
412280;201904;134;17394.0
412290;201904;267;38961.0
412300;201904;467;64927.0
412310;201904;334;72277.0
412320;201904;269;37103.0
412330;201904;482;67194.0
412340;201904;217;32466.0
412350;201904;592;88121.0
412360;201904;73;15117.0
412370;201904;137;17399.0
412380;201904;370;45761.0
412382;201904;145;20867.0
412385;201904;876;117389.0
412390;201904;885;139097.0
412395;201904;218;36781.0
412400;201904;259;35949.0
412402;201904;293;36080.0
412405;201904;445;49423.0
412410;201904;1696;265586.0
412420;201904;125;21530.0
412430;201904;159;32076.0
412440;201904;652;83862.0
412450;201904;60;7351.0
412460;201904;392;65524.0
412470;201904;615;90060.0
412480;201904;218;30851.0
412490;201904;547;95058.0
412500;201904;523;70699.0
412510;201904;476;54157.0
412520;201904;176;20651.0
412530;201904;162;22957.0
412535;201904;200;25537.0
412540;201904;352;50082.0
412545;201904;177;25478.0
412550;201904;8549;1441130.0
412555;201904;54;7984.0
412560;201904;1517;231887.0
412570;201904;719;101803.0
412575;201904;440;77092.0
412580;201904;484;95408.0
412590;201904;72;8870.0
412600;201904;478;88197.0
412610;201904;250;44242.0
412620;201904;400;65640.0
412625;201904;854;117092.0
412627;201904;275;42363.0
412630;201904;950;157937.0
412635;201904;88;12000.0
412640;201904;200;30909.0
412650;201904;561;93846.0
412660;201904;630;100645.0
412665;201904;139;23280.0
412667;201904;636;93832.0
412670;201904;241;35577.0
412680;201904;502;95643.0
412690;201904;295;44708.0
412700;201904;890;141698.0
412710;201904;1878;314366.0
412720;201904;312;44935.0
412730;201904;439;64010.0
412740;201904;353;55877.0
412750;201904;2102;427208.0
412760;201904;1463;267090.0
412770;201904;1441;223872.0
412780;201904;470;64278.0
412785;201904;813;147243.0
412788;201904;591;89517.0
412790;201904;298;45999.0
412795;201904;236;35941.0
412796;201904;907;139778.0
412800;201904;1067;182659.0
412810;201904;2510;423091.0
412820;201904;2064;310012.0
412830;201904;70;9635.0
412840;201904;542;93985.0
412850;201904;926;158546.0
412853;201904;686;117172.0
412855;201904;302;48803.0
412860;201904;255;41117.0
412862;201904;230;40522.0
412863;201904;818;164751.0
412865;201904;240;36795.0
412870;201904;263;35327.0
412880;201904;146;20581.0
420005;201904;138;25871.0
420010;201904;1472;270833.0
420020;201904;71;11926.0
420030;201904;17;3296.0
420040;201904;60;8862.0
420050;201904;254;44678.0
420055;201904;33;5956.0
420060;201904;23;3289.0
420070;201904;269;46634.0
420075;201904;16;1687.0
420080;201904;120;17384.0
420090;201904;111;15061.0
420100;201904;749;148479.0
420110;201904;120;20577.0
420120;201904;135;23154.0
420125;201904;112;22656.0
420127;201904;32;5971.0
420130;201904;917;178055.0
420140;201904;838;113178.0
420150;201904;209;44277.0
420160;201904;44;8110.0
420165;201904;38;5389.0
420170;201904;54;9468.0
420180;201904;47;8959.0
420190;201904;50;6797.0
420195;201904;338;42213.0
420200;201904;791;137478.0
420205;201904;577;110625.0
420207;201904;450;79995.0
420208;201904;100;16102.0
420209;201904;44;6954.0
420210;201904;827;142527.0
420213;201904;399;60990.0
420215;201904;60;6922.0
420220;201904;68;14066.0
420230;201904;1753;363909.0
420240;201904;3564;714209.0
420243;201904;181;31604.0
420245;201904;477;107759.0
420250;201904;236;41814.0
420253;201904;198;36983.0
420257;201904;60;10947.0
420260;201904;488;96403.0
420270;201904;85;15681.0
420280;201904;323;57024.0
420285;201904;15;2232.0
420287;201904;138;17772.0
420290;201904;1574;322179.0
420300;201904;1373;225995.0
420310;201904;160;26626.0
420315;201904;249;44122.0
420320;201904;1296;187708.0
420325;201904;81;14097.0
420330;201904;255;44591.0
420340;201904;189;23424.0
420350;201904;580;108286.0
420360;201904;327;42264.0
420370;201904;472;113246.0
420380;201904;1369;218167.0
420390;201904;335;49237.0
420395;201904;139;19743.0
420400;201904;241;41642.0
420410;201904;214;42105.0
420415;201904;131;20364.0
420417;201904;265;44281.0
420419;201904;46;4853.0
420420;201904;3104;416647.0
420425;201904;190;37172.0
420430;201904;735;110673.0
420435;201904;55;9862.0
420440;201904;179;23607.0
420445;201904;75;10129.0
420450;201904;209;38949.0
420455;201904;779;129294.0
420460;201904;3283;628286.0
420470;201904;133;20072.0
420475;201904;4;516.0
420480;201904;1377;215852.0
420490;201904;108;19199.0
420500;201904;456;81152.0
420510;201904;39;6365.0
420515;201904;10;2309.0
420517;201904;481;100465.0
420519;201904;101;18506.0
420520;201904;28;4147.0
420530;201904;216;36378.0
420535;201904;39;6078.0
420540;201904;6461;993480.0
420543;201904;97;21115.0
420545;201904;317;57991.0
420550;201904;1069;181495.0
420555;201904;106;19832.0
420560;201904;164;28003.0
420570;201904;706;103550.0
420580;201904;593;110411.0
420590;201904;585;81825.0
420600;201904;346;68084.0
420610;201904;81;12483.0
420620;201904;170;25698.0
420630;201904;355;67468.0
420640;201904;72;8407.0
420650;201904;851;153144.0
420660;201904;97;14609.0
420665;201904;156;27738.0
420670;201904;395;75087.0
420675;201904;33;4376.0
420680;201904;78;17338.0
420690;201904;153;26218.0
420700;201904;1116;232680.0
420710;201904;309;66585.0
420720;201904;538;89522.0
420730;201904;1236;226054.0
420740;201904;113;14381.0
420750;201904;504;98037.0
420757;201904;9;2220.0
420760;201904;57;7104.0
420765;201904;84;17895.0
420768;201904;760;136325.0
420770;201904;95;15219.0
420775;201904;75;10670.0
420780;201904;194;29624.0
420785;201904;56;10412.0
420790;201904;457;73920.0
420800;201904;138;20044.0
420810;201904;571;89279.0
420820;201904;3540;590841.0
420830;201904;1041;176288.0
420840;201904;102;13760.0
420845;201904;481;87912.0
420850;201904;228;34214.0
420860;201904;54;7637.0
420870;201904;362;59029.0
420880;201904;336;58543.0
420890;201904;1732;294481.0
420895;201904;41;6046.0
420900;201904;394;75475.0
420910;201904;6482;1186337.0
420915;201904;195;49789.0
420917;201904;74;12389.0
420920;201904;3;487.0
420930;201904;6450;1160202.0
420940;201904;422;52293.0
420945;201904;48;7055.0
420950;201904;58;11260.0
420960;201904;325;53275.0
420970;201904;634;84596.0
420980;201904;159;20654.0
420985;201904;65;12424.0
420990;201904;60;9413.0
421000;201904;136;21514.0
421003;201904;25;4518.0
421005;201904;18;4041.0
421010;201904;950;144878.0
421020;201904;173;39400.0
421030;201904;302;40068.0
421040;201904;231;51076.0
421050;201904;264;43917.0
421055;201904;45;6063.0
421060;201904;150;28167.0
421070;201904;77;12108.0
421080;201904;215;46797.0
421085;201904;37;5439.0
421090;201904;59;12902.0
421100;201904;106;13908.0
421105;201904;599;115803.0
421110;201904;526;96022.0
421120;201904;214;46468.0
421125;201904;120;14308.0
421130;201904;2106;377015.0
421140;201904;99;15800.0
421145;201904;162;26938.0
421150;201904;108;20532.0
421160;201904;207;45029.0
421165;201904;69;12861.0
421170;201904;472;91079.0
421175;201904;348;60878.0
421180;201904;88;14850.0
421185;201904;118;22402.0
421187;201904;65;10354.0
421189;201904;125;22746.0
421190;201904;2165;351838.0
421200;201904;295;49668.0
421205;201904;76;14842.0
421210;201904;292;50113.0
421220;201904;442;66604.0
421223;201904;113;19328.0
421225;201904;425;85498.0
421227;201904;272;54135.0
421230;201904;159;24669.0
421240;201904;23;4684.0
421250;201904;493;95434.0
421260;201904;18;2995.0
421265;201904;361;97522.0
421270;201904;75;15215.0
421280;201904;625;110238.0
421290;201904;115;17260.0
421300;201904;52;9043.0
421310;201904;61;11652.0
421315;201904;52;6751.0
421320;201904;76;10550.0
421330;201904;194;30384.0
421335;201904;133;23967.0
421340;201904;462;87098.0
421350;201904;373;67449.0
421360;201904;638;90986.0
421370;201904;132;23955.0
421380;201904;406;80080.0
421390;201904;30;4537.0
421400;201904;76;16974.0
421410;201904;52;10695.0
421415;201904;42;4923.0
421420;201904;243;47837.0
421430;201904;37;6362.0
421440;201904;167;32259.0
421450;201904;62;10202.0
421460;201904;86;13490.0
421470;201904;67;14339.0
421480;201904;793;132741.0
421490;201904;26;4076.0
421500;201904;588;90700.0
421505;201904;157;28437.0
421507;201904;119;17659.0
421510;201904;74;14518.0
421520;201904;169;28241.0
421530;201904;71;11876.0
421535;201904;152;27556.0
421540;201904;44;8511.0
421545;201904;272;52475.0
421550;201904;895;158458.0
421555;201904;27;4014.0
421560;201904;25;4629.0
421565;201904;305;49548.0
421567;201904;156;20313.0
421568;201904;123;23007.0
421569;201904;36;6335.0
421570;201904;248;36788.0
421575;201904;105;15122.0
421580;201904;886;156088.0
421590;201904;67;9220.0
421600;201904;139;18094.0
421605;201904;235;40398.0
421610;201904;272;44832.0
421620;201904;853;137760.0
421625;201904;26;3737.0
421630;201904;481;73148.0
421635;201904;79;15178.0
421640;201904;226;36149.0
421650;201904;620;94578.0
421660;201904;2711;524500.0
421670;201904;289;43157.0
421680;201904;403;59366.0
421690;201904;368;56466.0
421700;201904;98;18528.0
421710;201904;43;6115.0
421715;201904;47;7647.0
421720;201904;486;68106.0
421725;201904;48;7991.0
421730;201904;83;15449.0
421740;201904;169;24025.0
421750;201904;186;31255.0
421755;201904;47;7818.0
421760;201904;225;38306.0
421770;201904;720;123508.0
421775;201904;74;11974.0
421780;201904;246;50566.0
421790;201904;203;33894.0
421795;201904;54;8959.0
421800;201904;909;189117.0
421810;201904;234;52539.0
421820;201904;162;26991.0
421825;201904;842;182995.0
421830;201904;846;169361.0
421835;201904;58;11036.0
421840;201904;42;6664.0
421850;201904;78;12915.0
421860;201904;86;15545.0
421870;201904;1221;202184.0
421875;201904;37;5099.0
421880;201904;136;21042.0
421885;201904;53;6956.0
421890;201904;344;64259.0
421895;201904;207;41723.0
421900;201904;309;56052.0
421910;201904;73;11771.0
421915;201904;68;8776.0
421917;201904;151;20886.0
421920;201904;176;23676.0
421930;201904;343;50707.0
421935;201904;193;43296.0
421940;201904;41;7531.0
421950;201904;537;73127.0
421960;201904;34;4748.0
421970;201904;422;62622.0
421985;201904;51;9485.0
422000;201904;799;166245.0
430003;201904;182;32985.0
430005;201904;88;14375.0
430010;201904;890;144980.0
430020;201904;287;44935.0
430030;201904;265;30304.0
430040;201904;1637;176160.0
430045;201904;219;35989.0
430047;201904;40;6488.0
430050;201904;209;26059.0
430055;201904;64;10246.0
430057;201904;13;1639.0
430060;201904;6563;1065799.0
430063;201904;456;75297.0
430064;201904;415;54721.0
430066;201904;46;11021.0
430070;201904;26;3194.0
430080;201904;241;39677.0
430085;201904;262;38437.0
430087;201904;196;39528.0
430090;201904;64;9287.0
430100;201904;137;23469.0
430105;201904;312;64080.0
430107;201904;39;5408.0
430110;201904;942;160842.0
430120;201904;462;79069.0
430130;201904;1060;125035.0
430140;201904;306;48360.0
430150;201904;146;23220.0
430155;201904;43;5553.0
430160;201904;7447;1145230.0
430163;201904;1057;213105.0
430165;201904;16;2305.0
430170;201904;116;17432.0
430175;201904;340;54143.0
430180;201904;331;46985.0
430185;201904;121;17406.0
430187;201904;241;42467.0
430190;201904;618;102903.0
430192;201904;17;2164.0
430195;201904;10;1701.0
430200;201904;510;68658.0
430205;201904;306;69112.0
430210;201904;1214;181718.0
430215;201904;92;13644.0
430220;201904;75;10476.0
430222;201904;66;13023.0
430223;201904;109;20901.0
430225;201904;8;1000.0
430230;201904;1064;218626.0
430235;201904;77;12878.0
430237;201904;220;46390.0
430240;201904;355;66319.0
430245;201904;344;51739.0
430250;201904;224;23416.0
430258;201904;43;7818.0
430260;201904;280;50927.0
430265;201904;58;9023.0
430270;201904;1416;255229.0
430280;201904;1874;273245.0
430290;201904;1395;302524.0
430300;201904;4041;684186.0
430310;201904;3079;543079.0
430320;201904;304;54780.0
430330;201904;208;31393.0
430340;201904;221;31348.0
430350;201904;2749;451191.0
430355;201904;30;4439.0
430360;201904;277;41979.0
430367;201904;83;13778.0
430370;201904;78;10539.0
430380;201904;138;17397.0
430390;201904;324;36817.0
430400;201904;579;81295.0
430410;201904;214;38066.0
430420;201904;1111;146133.0
430430;201904;116;15225.0
430435;201904;591;94309.0
430440;201904;1534;278434.0
430450;201904;3243;422721.0
430460;201904;10221;1765054.0
430461;201904;54;8278.0
430462;201904;64;13539.0
430463;201904;1810;348518.0
430465;201904;247;36358.0
430466;201904;1781;279260.0
430467;201904;186;32937.0
430468;201904;581;114389.0
430469;201904;17;2236.0
430470;201904;1597;217325.0
430471;201904;233;41930.0
430480;201904;137;20333.0
430485;201904;21;2704.0
430490;201904;106;20473.0
430495;201904;102;17427.0
430500;201904;370;47964.0
430510;201904;8016;1264152.0
430511;201904;26;2909.0
430512;201904;320;40482.0
430513;201904;204;32657.0
430515;201904;158;30027.0
430517;201904;456;82183.0
430520;201904;218;31690.0
430530;201904;147;20996.0
430535;201904;1139;219608.0
430537;201904;220;47361.0
430540;201904;169;31897.0
430543;201904;189;30093.0
430544;201904;280;41050.0
430545;201904;819;151940.0
430550;201904;99;14046.0
430558;201904;12;2163.0
430560;201904;50;8147.0
430570;201904;321;50615.0
430580;201904;377;52498.0
430583;201904;11;1377.0
430585;201904;55;7939.0
430587;201904;76;14560.0
430590;201904;920;196113.0
430593;201904;7;1201.0
430595;201904;24;3861.0
430597;201904;75;12390.0
430600;201904;335;45537.0
430605;201904;388;68299.0
430607;201904;282;39349.0
430610;201904;1398;182434.0
430613;201904;27;3442.0
430620;201904;208;35915.0
430630;201904;32;3715.0
430632;201904;127;18141.0
430635;201904;257;36564.0
430637;201904;214;36537.0
430640;201904;226;36380.0
430642;201904;155;26081.0
430645;201904;15;2221.0
430650;201904;855;129116.0
430655;201904;73;11353.0
430660;201904;2129;328909.0
430670;201904;268;46637.0
430673;201904;97;14730.0
430675;201904;29;5052.0
430676;201904;2117;414247.0
430680;201904;229;31590.0
430690;201904;1223;154625.0
430692;201904;113;33813.0
430693;201904;215;25987.0
430695;201904;157;30178.0
430697;201904;163;25574.0
430700;201904;1082;145154.0
430705;201904;83;12839.0
430710;201904;719;111866.0
430720;201904;200;31163.0
430730;201904;436;78829.0
430740;201904;112;18390.0
430745;201904;96;13197.0
430750;201904;586;87283.0
430755;201904;154;27955.0
430760;201904;774;120830.0
430770;201904;2799;529032.0
430780;201904;451;72155.0
430781;201904;99;12324.0
430783;201904;126;18665.0
430786;201904;2;342.0
430790;201904;1540;297221.0
430800;201904;328;52858.0
430805;201904;151;24773.0
430807;201904;106;19561.0
430810;201904;90;16773.0
430820;201904;222;32394.0
430825;201904;33;4140.0
430830;201904;931;145978.0
430840;201904;434;72878.0
430843;201904;16;2553.0
430845;201904;115;13442.0
430850;201904;824;129711.0
430860;201904;197;34538.0
430865;201904;248;38111.0
430870;201904;114;14817.0
430880;201904;462;71040.0
430885;201904;47;12466.0
430890;201904;159;23802.0
430900;201904;1205;228274.0
430905;201904;197;32893.0
430910;201904;448;81760.0
430912;201904;196;43953.0
430915;201904;199;29135.0
430920;201904;10258;1960519.0
430925;201904;23;3915.0
430930;201904;2701;422312.0
430940;201904;185;22787.0
430950;201904;273;36918.0
430955;201904;18;2454.0
430957;201904;112;20851.0
430960;201904;434;65194.0
430965;201904;879;186971.0
430970;201904;96;14880.0
430975;201904;218;31834.0
430980;201904;101;17051.0
430990;201904;192;41226.0
430995;201904;198;38482.0
431000;201904;106;11619.0
431010;201904;323;43394.0
431020;201904;2168;302724.0
431030;201904;50;6250.0
431033;201904;846;132006.0
431036;201904;25;4235.0
431040;201904;298;48645.0
431041;201904;212;32678.0
431043;201904;94;15129.0
431046;201904;11;1786.0
431050;201904;592;97434.0
431053;201904;141;21732.0
431055;201904;345;57957.0
431057;201904;43;5810.0
431060;201904;1441;199250.0
431065;201904;122;18184.0
431070;201904;84;9757.0
431075;201904;52;9291.0
431080;201904;147;25069.0
431085;201904;275;45658.0
431087;201904;241;39640.0
431090;201904;57;9370.0
431100;201904;1167;188439.0
431110;201904;541;77502.0
431112;201904;265;51532.0
431113;201904;168;27289.0
431115;201904;496;99394.0
431120;201904;808;110957.0
431123;201904;150;25083.0
431125;201904;462;54634.0
431127;201904;14;1664.0
431130;201904;1059;180491.0
431140;201904;1169;204985.0
431142;201904;200;31412.0
431150;201904;385;64539.0
431160;201904;223;31563.0
431162;201904;111;22196.0
431164;201904;11;1567.0
431170;201904;166;24088.0
431171;201904;331;49138.0
431173;201904;156;19654.0
431175;201904;246;34042.0
431177;201904;315;55352.0
431179;201904;21;2506.0
431180;201904;498;68933.0
431190;201904;63;12017.0
431198;201904;153;20046.0
431200;201904;7;581.0
431205;201904;39;7275.0
431210;201904;295;40731.0
431213;201904;95;20710.0
431215;201904;101;17731.0
431217;201904;64;12748.0
431220;201904;164;30791.0
431225;201904;735;135041.0
431230;201904;294;57783.0
431235;201904;6;1139.0
431237;201904;151;24896.0
431238;201904;10;1035.0
431240;201904;1729;291787.0
431242;201904;107;15571.0
431244;201904;72;9476.0
431245;201904;395;63194.0
431247;201904;43;6507.0
431250;201904;629;106527.0
431260;201904;50;10055.0
431261;201904;100;22593.0
431262;201904;101;26153.0
431265;201904;249;32865.0
431267;201904;80;18117.0
431270;201904;665;85455.0
431275;201904;24;3169.0
431280;201904;17;2467.0
431290;201904;75;12821.0
431295;201904;6;770.0
431300;201904;14;2771.0
431301;201904;7;1014.0
431303;201904;141;26811.0
431306;201904;550;89878.0
431308;201904;11;1389.0
431310;201904;178;28925.0
431320;201904;68;10224.0
431330;201904;312;46348.0
431333;201904;44;7020.0
431335;201904;5;740.0
431337;201904;913;154447.0
431339;201904;161;23163.0
431340;201904;6196;991967.0
431342;201904;249;34955.0
431344;201904;145;26995.0
431346;201904;32;4196.0
431349;201904;165;23242.0
431350;201904;1496;289743.0
431360;201904;140;17865.0
431365;201904;971;193619.0
431370;201904;1650;240352.0
431380;201904;435;71307.0
431390;201904;648;108297.0
431395;201904;471;77374.0
431400;201904;49;7235.0
431402;201904;379;66525.0
431403;201904;94;16019.0
431405;201904;1967;372505.0
431406;201904;228;31009.0
431407;201904;171;26994.0
431410;201904;4839;849829.0
431413;201904;9;1215.0
431415;201904;184;28354.0
431417;201904;224;36840.0
431420;201904;630;98688.0
431430;201904;91;14111.0
431440;201904;8206;1237324.0
431442;201904;10;1593.0
431445;201904;28;4112.0
431446;201904;103;14854.0
431447;201904;206;32947.0
431449;201904;225;33951.0
431450;201904;1247;226180.0
431454;201904;18;3407.0
431455;201904;156;20705.0
431460;201904;985;130037.0
431470;201904;566;99136.0
431475;201904;5;1031.0
431477;201904;128;20338.0
431478;201904;17;1555.0
431480;201904;1346;220329.0
431490;201904;50238;1.0477946E7
431500;201904;216;30087.0
431505;201904;121;25282.0
431507;201904;82;10421.0
431510;201904;509;70553.0
431513;201904;75;14694.0
431514;201904;24;4182.0
431515;201904;192;26453.0
431517;201904;22;3878.0
431520;201904;78;12556.0
431530;201904;722;93591.0
431531;201904;52;10042.0
431532;201904;179;24525.0
431535;201904;30;3948.0
431540;201904;1217;355862.0
431545;201904;18;2921.0
431550;201904;888;150691.0
431555;201904;247;38483.0
431560;201904;5354;739867.0
431570;201904;2406;342868.0
431575;201904;46;7284.0
431580;201904;148;30153.0
431590;201904;245;33638.0
431595;201904;112;18440.0
431600;201904;422;58119.0
431610;201904;516;95349.0
431620;201904;127;21874.0
431630;201904;278;40128.0
431640;201904;3584;616619.0
431642;201904;168;25423.0
431643;201904;58;10353.0
431645;201904;964;185614.0
431647;201904;25;3754.0
431650;201904;39;7304.0
431660;201904;151;21327.0
431670;201904;427;77473.0
431673;201904;27;3885.0
431675;201904;31;5268.0
431680;201904;2796;402791.0
431690;201904;6645;1069066.0
431695;201904;43;5620.0
431697;201904;180;28130.0
431700;201904;733;105677.0
431710;201904;4528;736059.0
431720;201904;1187;148675.0
431725;201904;6;997.0
431730;201904;1100;162718.0
431740;201904;1391;160420.0
431750;201904;3184;484376.0
431755;201904;14;2459.0
431760;201904;2036;375104.0
431770;201904;988;198379.0
431775;201904;36;4714.0
431780;201904;566;84947.0
431790;201904;295;43690.0
431795;201904;49;7146.0
431800;201904;1756;200774.0
431805;201904;29;5814.0
431810;201904;1136;156686.0
431820;201904;984;168158.0
431830;201904;3270;435886.0
431840;201904;1331;233584.0
431842;201904;91;13203.0
431843;201904;125;22405.0
431844;201904;24;3255.0
431845;201904;234;42999.0
431846;201904;161;37888.0
431848;201904;17;2837.0
431849;201904;12;1324.0
431850;201904;1424;174762.0
431860;201904;224;31076.0
431861;201904;16;2741.0
431862;201904;199;43252.0
431870;201904;7468;1392207.0
431880;201904;1460;209786.0
431890;201904;937;116575.0
431900;201904;351;59247.0
431910;201904;106;14303.0
431912;201904;244;37482.0
431915;201904;546;87376.0
431920;201904;682;132824.0
431930;201904;252;38035.0
431935;201904;16;2113.0
431936;201904;77;10879.0
431937;201904;53;7412.0
431940;201904;846;147680.0
431950;201904;828;134916.0
431960;201904;967;126626.0
431970;201904;58;7977.0
431971;201904;6;929.0
431973;201904;275;44381.0
431975;201904;2;351.0
431980;201904;454;71663.0
431990;201904;1737;329461.0
432000;201904;3840;584561.0
432010;201904;876;158914.0
432020;201904;630;92538.0
432023;201904;125;20186.0
432026;201904;480;72926.0
432030;201904;109;18845.0
432032;201904;133;21357.0
432035;201904;324;42878.0
432040;201904;122;21049.0
432045;201904;54;7555.0
432050;201904;189;27846.0
432055;201904;198;25881.0
432057;201904;104;14058.0
